date,avgtemp,evaporation,H,Q,rainfall
10/6/2011,30.1,2.2,577,2920,0
11/6/2011,29.2,1.4,580,2950,10.4
12/6/2011,29.6,1.8,608,3260,0
13/6/2011,28.8,1.4,605,3220,0
14/6/2011,28.4,1.7,667,3990,17.7
15/6/2011,28.2,1.5,702,4460,1.8
16/6/2011,29.7,1.7,710,4570,4.2
17/6/2011,27.6,0.9,704,4490,21.7
18/6/2011,28.6,1.2,716,4660,14.9
19/6/2011,28.6,1.5,686,4230,1.1
20/6/2011,29,1.2,636,3590,34.5
21/6/2011,29.8,2.1,658,3870,10.5
22/6/2011,31.1,1.9,663,3930,0
23/6/2011,30.6,2.1,641,3650,41.4
24/6/2011,26.5,0.3,605,3220,47.5
25/6/2011,26.8,0.8,600,3170,55.6
26/6/2011,27.4,0.6,659,3890,10
27/6/2011,27.6,1.4,736,4960,5.1
28/6/2011,29,2.2,764,5400,3.8
29/6/2011,30.1,1.6,719,4690,0
30/6/2011,26.9,1.2,687,4240,8.4
1/7/2011,27.8,1.6,665,3960,0
2/7/2011,28.1,3.2,700,4430,20.4
3/7/2011,29.6,2.9,789,5810,0.7
4/7/2011,30.5,3.1,818,6300,0
5/7/2011,30.7,3.3,804,6060,0
6/7/2011,31.7,3.8,792,5860,0
7/7/2011,32.8,4.1,777,5600,0
8/7/2011,28.9,2.4,757,5280,2.1
9/7/2011,30,2.8,744,5070,0
10/7/2011,29.3,2.3,737,4970,17.5
11/7/2011,29.3,1.3,723,4760,9.3
12/7/2011,29.2,2,734,4930,1.6
13/7/2011,29.5,1.8,764,5390,0
14/7/2011,26.8,0.9,764,5390,10.8
15/7/2011,28.1,1.7,750,5170,5.8
16/7/2011,29.8,2.3,744,5070,0
17/7/2011,30.5,2.3,728,4830,0
18/7/2011,28.8,1.8,688,4270,10.7
19/7/2011,29.7,1.9,703,4470,0.3
20/7/2011,29.7,2.2,691,4310,0
21/7/2011,30,2.3,714,4630,0
22/7/2011,30.3,1.4,723,4770,0
23/7/2011,28.1,1.8,712,4590,51.7
24/7/2011,28.6,1.2,737,4980,10.5
25/7/2011,30.4,2,795,5910,0
26/7/2011,30.8,2.5,777,5600,0
27/7/2011,30.5,3.1,761,5340,0
28/7/2011,30.5,2.8,752,5200,0
29/7/2011,31.3,3.6,756,5270,0
30/7/2011,29.6,2.9,747,5120,0.5
31/7/2011,26.2,1.1,709,4560,30
1/8/2011,26.7,0.8,698,4400,70.8
2/8/2011,25.5,1.1,764,5390,32.9
3/8/2011,28.5,1.7,773,5540,0
4/8/2011,30.4,1.9,738,4980,0
5/8/2011,31.1,1.9,700,4430,0
6/8/2011,27.9,2.5,669,4010,15
7/8/2011,29.7,1.7,687,4250,0
8/8/2011,28.6,1.3,670,4020,0.1
9/8/2011,29.2,1.6,684,4210,0
10/8/2011,27.7,1.4,680,4160,0.8
11/8/2011,26.6,0.2,680,4160,91.2
12/8/2011,27.5,0.8,670,4020,4.3
13/8/2011,28.8,1.2,654,3810,0
14/8/2011,29.7,2.9,626,3480,0
15/8/2011,29.4,2.3,585,3010,0.5
16/8/2011,28.6,1.6,598,3160,12.2
17/8/2011,28.1,1.1,631,3530,24.7
18/8/2011,26.7,1.3,623,3430,8.9
19/8/2011,25.7,0.7,600,3170,7.9
20/8/2011,25.4,0.5,597,3130,31.3
21/8/2011,27.6,1.8,612,3300,4.5
22/8/2011,28.7,2.2,629,3510,0
23/8/2011,29.7,1.8,621,3420,0
24/8/2011,26.8,1.2,635,3580,67.4
25/8/2011,28.3,1.6,703,4480,0
26/8/2011,28.9,2.4,683,4200,0
27/8/2011,29.1,2.4,636,3600,0
28/8/2011,29.2,2.6,558,2730,0
29/8/2011,29.6,2.3,494,2140,0
30/8/2011,30.4,3.2,486,2070,0
31/8/2011,31,2,546,2610,0
1/9/2011,31.4,3.4,585,3010,0
2/9/2011,28.7,2.1,572,2870,0
3/9/2011,28,1.4,470,1940,3.8
4/9/2011,28.3,1.3,418,1530,22.8
5/9/2011,28.1,0.9,428,1610,3.1
6/9/2011,28.7,1.8,533,2490,0
7/9/2011,29.5,1.6,577,2920,0
8/9/2011,29.1,2.3,547,2620,0
9/9/2011,27.9,1.1,548,2630,20.8
10/9/2011,27.3,0.8,549,2640,34.6
11/9/2011,26.7,1.5,545,2600,4.2
12/9/2011,25.6,0.4,549,2640,18.5
13/9/2011,26.5,0.7,578,2930,6.5
14/9/2011,26.8,0.8,627,3490,16
15/9/2011,26.3,0.9,648,3740,10.8
16/9/2011,27.6,1.5,634,3570,0
17/9/2011,28.4,2.3,618,3380,0
18/9/2011,28.3,1.5,555,2700,0
19/9/2011,27.7,1.3,486,2060,6.2
20/9/2011,26.2,0.7,512,2290,22.7
21/9/2011,24.2,1.1,616,3370,0
22/9/2011,25.9,1.2,630,3520,0
23/9/2011,26.4,2,601,3180,0
24/9/2011,27.2,3.2,552,2670,0
25/9/2011,27,2.6,510,2270,0
26/9/2011,25.4,2.7,476,1980,2.1
27/9/2011,23.3,0.5,481,2010,25.5
28/9/2011,27.3,2.3,489,2090,0
29/9/2011,28.1,3,494,2120,0
30/9/2011,23.2,2.1,491,2100,43.2
1/10/2011,22.1,0.4,474,1960,7.7
2/10/2011,24.6,2.2,471,1940,0
3/10/2011,23.8,1.7,471,1940,0
4/10/2011,22.9,1.9,469,1920,0
5/10/2011,19.7,0.5,458,1840,24.2
6/10/2011,20.7,0.2,441,1700,20.4
7/10/2011,21.7,0.2,446,1740,8
8/10/2011,22.5,0.1,464,1880,32.5
9/10/2011,24.8,0.8,488,2080,4.5
10/10/2011,26.2,2.1,469,1920,0
11/10/2011,27.8,3.2,461,1860,0
12/10/2011,26.7,1.7,459,1840,5.2
13/10/2011,27.1,1.6,431,1630,0
14/10/2011,25.8,1.6,423,1570,0.8
15/10/2011,26,2.3,439,1700,0.2
16/10/2011,25.5,3.3,460,1850,0
17/10/2011,25.3,3.5,425,1590,0
18/10/2011,25.6,3.6,405,1450,0
19/10/2011,25.7,3.1,410,1480,0
20/10/2011,25,1.7,402,1430,0.5
21/10/2011,24.9,1.8,396,1390,0
22/10/2011,24.8,3.1,394,1370,0
23/10/2011,25.1,2.4,398,1400,0
24/10/2011,26.4,2.8,395,1380,0
25/10/2011,25.3,2.5,406,1460,0
26/10/2011,23.7,2.6,416,1520,0
27/10/2011,24.3,1.6,396,1390,0
28/10/2011,22.3,0.5,420,1550,38.1
29/10/2011,20.3,0.5,468,1920,1.4
30/10/2011,21.8,1.2,533,2480,0
31/10/2011,23.3,1.5,520,2360,0
1/11/2011,24.1,1.2,539,2550,0
2/11/2011,24.2,1.3,539,2540,0
3/11/2011,24.9,2.1,514,2310,0
4/11/2011,25,1.5,478,2000,0
5/11/2011,25.5,1.7,457,1820,0
6/11/2011,26.3,1.8,476,1980,0
7/11/2011,26.6,2.1,470,1930,0
8/11/2011,24.8,2.1,466,1900,2.1
9/11/2011,23.1,3.1,444,1720,0.2
10/11/2011,22.2,3.8,427,1600,0
11/11/2011,21.2,2.2,428,1610,0
12/11/2011,21.5,1.6,407,1460,0
13/11/2011,22.4,1.3,402,1420,0
14/11/2011,22.3,2.2,395,1380,0
15/11/2011,22.3,1.9,393,1370,0
16/11/2011,22.8,1.4,386,1320,0
17/11/2011,23.8,2.2,395,1380,0
18/11/2011,24.3,1.8,406,1450,0
19/11/2011,24.4,3.1,410,1480,0
20/11/2011,23.5,2.7,405,1450,0
21/11/2011,22.5,1.6,382,1300,0
22/11/2011,21.7,0.7,378,1270,3.4
23/11/2011,20.7,1,404,1440,7
24/11/2011,20.9,1.4,408,1460,0
25/11/2011,20.7,1.2,412,1490,0
26/11/2011,22.6,1.5,420,1550,0
27/11/2011,23.3,2.2,391,1350,0
28/11/2011,22.7,0.8,375,1250,0.2
29/11/2011,21.9,1.2,381,1290,0
30/11/2011,22.3,1.2,389,1340,1.9
1/12/2011,18.6,0.9,418,1540,58.2
2/12/2011,17,1.4,453,1800,0.6
3/12/2011,16.9,2.4,483,2040,0
4/12/2011,17.7,1.4,471,1940,0
5/12/2011,19,1.6,420,1550,0
6/12/2011,20.4,1.3,385,1310,0
7/12/2011,20.4,0.6,372,1230,0
8/12/2011,18.6,1.3,364,1180,2.7
9/12/2011,17.2,3.4,356,1130,0
10/12/2011,15.4,3.2,352,1110,0
11/12/2011,14.2,3.8,363,1170,0
12/12/2011,14.5,2.3,346,1080,0
13/12/2011,15.3,2.4,347,1080,0
14/12/2011,17.4,2.6,354,1120,0
15/12/2011,18.7,2.8,345,1070,0
16/12/2011,18.1,2.6,331,996,0
17/12/2011,16.8,3.2,338,1040,0
18/12/2011,16.8,1.1,338,1030,0
19/12/2011,16.8,1.3,326,970,0
20/12/2011,16.8,1.7,323,956,0
21/12/2011,18.6,1.4,325,966,0
22/12/2011,19,1.9,328,979,0
23/12/2011,17.3,3,324,958,0
24/12/2011,15.5,3,321,943,0
25/12/2011,13,2.3,330,990,0
26/12/2011,13.2,2.6,314,908,0
27/12/2011,15.5,2.8,320,940,0
28/12/2011,17.1,1.9,326,968,0
29/12/2011,18.2,1.7,335,1020,0
30/12/2011,16.3,1.5,332,1000,0
31/12/2011,14.6,0.9,337,1030,0
1/1/2012,14.9,0.6,320,950,0
2/1/2012,14.7,0.4,297,816,0.5
3/1/2012,14.6,0.2,284,750,1.7
4/1/2012,11.5,1.2,294,804,1.6
5/1/2012,9.6,0.2,311,897,17
6/1/2012,11.6,0.8,318,935,0
7/1/2012,12.2,0.6,340,1070,0
8/1/2012,12.8,0.5,360,1200,0
9/1/2012,13.6,0.6,346,1110,0
10/1/2012,15,0.6,332,1020,0
11/1/2012,15.5,0.4,310,888,2.4
12/1/2012,15.2,0.7,288,772,0
13/1/2012,16,1,272,693,0
14/1/2012,16.5,0.5,263,654,0.2
15/1/2012,17,0.1,349,1140,0.7
16/1/2012,17.3,1.8,436,1740,0
17/1/2012,17.9,1.9,516,2390,0
18/1/2012,18.8,1,528,2500,0
19/1/2012,21,0.8,535,2570,0
20/1/2012,20.2,0.6,528,2510,0
21/1/2012,19.2,0.7,492,2180,0
22/1/2012,14.6,0.5,453,1860,0.2
23/1/2012,12.3,2.8,403,1490,0
24/1/2012,11.9,1.3,338,1060,0.1
25/1/2012,11.5,1.6,294,804,0
26/1/2012,10.9,0.6,277,718,0
27/1/2012,11.8,0.5,272,695,0.7
28/1/2012,14.3,0.4,296,813,0.8
29/1/2012,13.9,0.4,358,1190,2.4
30/1/2012,13.9,0.9,463,1950,0
31/1/2012,13.9,1.1,514,2380,0.2
1/2/2012,14.8,1,521,2440,0
2/2/2012,15,0.3,543,2650,1.7
3/2/2012,13.6,0.4,564,2860,2
4/2/2012,14.9,0.8,555,2770,0
5/2/2012,16.5,0.6,549,2710,1.5
6/2/2012,19.3,0.9,542,2640,0
7/2/2012,20.3,1.8,528,2510,0
8/2/2012,16.4,2.3,522,2440,0
9/2/2012,13.6,0.6,542,2640,0
10/2/2012,14.5,0.2,479,2090,2.1
11/2/2012,12,0.6,334,1040,0.8
12/2/2012,13.1,0.7,253,619,0
13/2/2012,15.5,0.4,226,531,0.1
14/2/2012,17.2,0.5,229,537,0.6
15/2/2012,19.1,0.4,228,536,1.3
16/2/2012,18.5,0.7,232,547,0.5
17/2/2012,16,2.2,248,601,0
18/2/2012,12.2,1.3,284,753,0.4
19/2/2012,12.5,1,274,703,2.4
20/2/2012,15.3,1.7,253,615,0
21/2/2012,16.6,1.5,253,616,0
22/2/2012,17.4,0.7,251,609,0
23/2/2012,19.6,0.7,250,605,0.2
24/2/2012,22.5,1.7,259,639,0.3
25/2/2012,23.1,1.9,281,737,0
26/2/2012,17.8,2.3,291,783,0
27/2/2012,12.5,1.3,278,722,0
28/2/2012,12.4,1.5,303,850,0
29/2/2012,13.7,0.4,303,882,0
1/3/2012,15.6,0.1,303,852,2.7
2/3/2012,16.9,0.3,310,890,0.6
3/3/2012,18.1,0.1,316,928,1.7
4/3/2012,19.9,0.3,320,949,6.6
5/3/2012,22.7,0.8,302,845,13.1
6/3/2012,24.5,1.3,335,1040,0
7/3/2012,24.8,2.4,365,1230,0
8/3/2012,21.4,0.8,386,1370,0
9/3/2012,16.8,0.7,377,1310,0.2
10/3/2012,15.1,1.6,379,1320,0.1
11/3/2012,14.9,1.5,414,1570,0
12/3/2012,15.6,0.9,424,1650,0
13/3/2012,15.1,1.3,424,1640,0
14/3/2012,16.7,1.8,430,1680,0
15/3/2012,18.4,0.6,423,1630,0
16/3/2012,19.9,1.1,389,1400,0.3
17/3/2012,21.4,0.5,314,915,1.4
18/3/2012,23.4,0.7,319,946,0
19/3/2012,24.5,1.6,360,1200,0
20/3/2012,24.1,1.3,365,1240,0
21/3/2012,24.3,1,307,877,0
22/3/2012,24.7,1.3,287,766,0
23/3/2012,21.1,1.6,262,651,0
24/3/2012,19.6,3.5,317,937,0
25/3/2012,19.1,2.7,320,949,0
26/3/2012,20.1,2.6,315,920,0
27/3/2012,21.6,3.5,360,1200,0
28/3/2012,22.3,2.2,407,1520,0
29/3/2012,22.4,1.4,427,1660,0
30/3/2012,22.7,1,411,1540,0
31/3/2012,21.7,2.3,403,1490,1.3
1/4/2012,22.3,4.1,321,961,0
2/4/2012,22,2.8,267,672,0
3/4/2012,22.2,1.1,313,913,0
4/4/2012,24.2,0.9,379,1330,0
5/4/2012,24.9,1.2,395,1430,0.2
6/4/2012,25,1.5,403,1480,0
7/4/2012,21.6,1,417,1590,22.3
8/4/2012,22,2,442,1780,0
9/4/2012,23.2,1.4,417,1590,0
10/4/2012,23.3,1.8,415,1570,0
11/4/2012,24.7,1.2,446,1810,0
12/4/2012,26.8,2.5,466,1970,0
13/4/2012,27.2,2.2,473,2020,0
14/4/2012,27.2,1.7,485,2130,0
15/4/2012,26.6,0.9,467,1970,0
16/4/2012,26.9,1.8,463,1940,0
17/4/2012,27.5,1.5,475,2040,0
18/4/2012,28.1,2.3,501,2260,0
19/4/2012,28.3,1.9,502,2270,0
20/4/2012,28.8,2.3,492,2180,0
21/4/2012,24.5,3.1,492,2180,26.1
22/4/2012,25.1,2.9,486,2130,0
23/4/2012,26.4,2.1,463,1940,0
24/4/2012,29.1,2.8,481,2090,0
25/4/2012,29.8,3.4,508,2320,0
26/4/2012,27.2,4.3,484,2110,3.5
27/4/2012,25.8,2.3,443,1780,0
28/4/2012,27.7,3.1,446,1810,0
29/4/2012,27.9,2.7,473,2020,0
30/4/2012,29.7,4.1,481,2090,0
1/5/2012,30.7,4.5,468,1980,0
2/5/2012,31,3.8,452,1860,0
3/5/2012,31,3.9,457,1900,0
4/5/2012,30.9,3.5,506,2300,0
5/5/2012,29.7,2.8,522,2450,13
6/5/2012,26.2,1.1,562,2840,42.8
7/5/2012,26.7,1.2,552,2740,0.2
8/5/2012,28.8,2.7,543,2650,0
9/5/2012,28,2.9,590,3120,8.7
10/5/2012,29.8,2.4,597,3210,0
11/5/2012,30,2.4,606,3310,1.3
12/5/2012,28.7,2.5,609,3340,1.6
13/5/2012,29.7,2.4,601,3260,0
14/5/2012,29.7,2.8,584,3070,6.9
15/5/2012,25.2,2.4,596,3200,95.4
16/5/2012,27.7,2.8,607,3320,0
17/5/2012,28.6,2.3,598,3220,0
18/5/2012,29.5,3.3,600,3240,0
19/5/2012,29.3,2.2,607,3310,0
20/5/2012,30.1,2.3,597,3210,0
21/5/2012,28.4,1.1,618,3440,1.8
22/5/2012,25.9,0.3,654,3850,54
23/5/2012,27.1,0.9,671,4050,17.9
24/5/2012,28,1.3,654,3850,1.7
25/5/2012,26.4,0.3,674,4080,34.4
26/5/2012,24,0.3,744,5030,50.1
27/5/2012,25.6,0.8,790,5740,0.2
28/5/2012,27.7,1.3,741,4970,0
29/5/2012,28.8,2.3,721,4690,0
30/5/2012,26.8,1.2,702,4440,61
31/5/2012,27.6,1.7,728,4790,0
1/6/2012,28.3,2.4,724,4730,0
2/6/2012,27.2,1.3,666,3990,9.3
3/6/2012,27.4,2,641,3700,29.7
4/6/2012,29.8,2,636,3640,0
5/6/2012,30.1,1.7,656,3870,0
6/6/2012,28.6,1.6,711,4560,8.1
7/6/2012,29.6,1.3,700,4410,0
8/6/2012,29.1,2.2,669,4020,0.4
9/6/2012,29.5,2.3,665,3970,0
10/6/2012,31,3.7,689,4270,0.3
11/6/2012,32.6,5.8,658,3900,0
12/6/2012,32.7,5.4,648,3780,0
13/6/2012,30.6,3,647,3770,0
14/6/2012,30.2,4,637,3660,69.7
15/6/2012,27.6,1.7,662,3940,14.1
16/6/2012,30.3,2.9,673,4060,0
17/6/2012,31.1,3.6,674,4080,0
18/6/2012,31.3,4.5,633,3610,0
19/6/2012,29.9,3.8,623,3500,9.2
20/6/2012,27.9,1.6,605,3290,11.5
21/6/2012,29.7,2.2,582,3050,0.1
22/6/2012,29.9,2.1,579,3010,13.7
23/6/2012,28.8,1.2,598,3220,3.1
24/6/2012,29.5,2.2,611,3350,0.5
25/6/2012,30.7,2.3,575,2980,0.1
26/6/2012,32.1,7,602,3260,0
27/6/2012,29.9,2.9,633,3610,1.6
28/6/2012,29.3,2.5,666,3990,32.2
29/6/2012,28.7,1.6,655,3860,1.7
30/6/2012,29.7,1.8,638,3660,0
1/7/2012,26.9,0.7,657,3880,86.5
2/7/2012,26.8,0.7,659,3910,33.7
3/7/2012,27.8,2.9,688,4260,0
4/7/2012,28.6,1.6,692,4310,8
5/7/2012,29,2.2,684,4200,7
6/7/2012,29.7,3.2,657,3890,0
7/7/2012,28,1.2,655,3860,0
8/7/2012,27.8,1.7,691,4300,0
9/7/2012,29.6,2.4,719,4670,0
10/7/2012,30,3,779,5560,1
11/7/2012,29.4,2.7,810,6100,18.4
12/7/2012,30.4,2.7,793,5790,0
13/7/2012,30.2,2.8,784,5630,0
14/7/2012,30,2.7,803,5970,0
15/7/2012,31,3.1,783,5620,0
16/7/2012,32.4,4.3,732,4840,0
17/7/2012,31.3,3.4,711,4560,0
18/7/2012,30.5,3.7,706,4490,12.6
19/7/2012,27.5,0.6,687,4250,50.3
20/7/2012,29.3,2.1,691,4310,0.4
21/7/2012,31,2.7,770,5520,0
22/7/2012,31.8,2.9,793,5920,0
23/7/2012,28,2.3,779,5650,13.6
24/7/2012,28.5,2.9,789,5830,5.7
25/7/2012,26.6,0.5,795,5950,24.9
26/7/2012,27.5,0.8,833,6760,21.4
27/7/2012,28.8,2.3,974,10100,0
28/7/2012,27.1,1.2,1007,11000,18.7
29/7/2012,26.2,0.5,994,10700,82
30/7/2012,27,1.2,1037,11800,14.8
31/7/2012,27.1,1.3,1112,14100,12.4
1/8/2012,29.8,2.5,1154,14800,0
2/8/2012,30.5,3.9,1135,13600,0
3/8/2012,30.2,4.4,1067,11600,0
4/8/2012,31.4,4.2,999,9990,0
5/8/2012,31.3,3.5,950,9000,0
6/8/2012,26.4,0.4,927,8560,11.2
7/8/2012,25.8,0.7,930,8660,28.4
8/8/2012,26.3,0.7,957,9320,23.8
9/8/2012,26.7,1.5,970,9630,9.8
10/8/2012,28,1.8,1024,11000,3.2
11/8/2012,29.4,2.4,1032,11200,0
12/8/2012,29.6,2.1,1014,10700,0
13/8/2012,27.6,1.1,991,10200,25.4
14/8/2012,27.7,2,963,9460,8.6
15/8/2012,28.7,1.8,931,8700,2.2
16/8/2012,30,2.8,927,8600,0
17/8/2012,26.5,1.5,928,8620,76.5
18/8/2012,25.7,0.2,968,9590,112.4
19/8/2012,27.6,0.9,1078,12500,62.2
20/8/2012,28.8,2.3,1078,12400,0
21/8/2012,29.4,1.6,1001,10400,0
22/8/2012,28.5,2,951,9170,1.2
23/8/2012,27.5,2.6,952,9190,21.7
24/8/2012,27.8,2.4,929,8660,0
25/8/2012,29.3,3.4,898,7930,0
26/8/2012,30.3,3,849,6880,0
27/8/2012,30.6,3.2,806,6030,0
28/8/2012,30.1,2.3,794,5820,0
29/8/2012,30.1,2.8,753,5150,0
30/8/2012,30.5,2.8,720,4680,0
31/8/2012,30.1,2.7,681,4170,0
1/9/2012,29.5,2.3,665,3970,0
2/9/2012,27.8,2.3,665,3980,1.8
3/9/2012,27.1,1.6,637,3650,27.2
4/9/2012,27.7,2.1,670,4040,0
5/9/2012,27.3,2.7,659,3910,1.5
6/9/2012,25.9,0.3,599,3230,16.5
7/9/2012,26.3,0.4,568,2910,42.9
8/9/2012,26.5,0.3,664,3970,3.1
9/9/2012,27.2,1.1,679,4150,1.3
10/9/2012,28.7,2,634,3620,0
11/9/2012,29,2.6,602,3260,0
12/9/2012,28.9,2.7,594,3170,0
13/9/2012,24.6,0.9,581,3030,7.5
14/9/2012,23.3,2.7,573,2950,0
15/9/2012,24.1,2.7,603,3270,0
16/9/2012,25.2,2.9,584,3070,0
17/9/2012,26.6,2.8,553,2750,0
18/9/2012,27.4,2.5,576,2980,0
19/9/2012,26.3,1.3,579,3010,0.5
20/9/2012,24.6,1.4,589,3120,0.5
21/9/2012,27.1,1.5,615,3410,5.2
22/9/2012,28.8,2.3,606,3300,1
23/9/2012,29.1,2.3,614,3390,0.2
24/9/2012,28.5,2.2,592,3160,31.5
25/9/2012,27.1,1.2,642,3710,0
26/9/2012,27.5,1.1,761,5300,7.3
27/9/2012,27.3,1.4,797,5870,6.2
28/9/2012,27.8,2.9,818,6260,0.1
29/9/2012,27.3,3.5,793,5790,0
30/9/2012,26.3,4.4,756,5190,0
1/10/2012,25.7,4.3,732,4840,0
2/10/2012,26,3.1,714,4590,0
3/10/2012,26.4,2.2,699,4400,4.7
4/10/2012,25.8,1.3,689,4270,44
5/10/2012,24.9,1.4,689,4270,1.9
6/10/2012,24.4,0.6,709,4530,7.5
7/10/2012,25.6,1.7,688,4260,0
8/10/2012,25.7,1.8,631,3580,0
9/10/2012,26.5,2,603,3280,0
10/10/2012,26.2,2,593,3160,0
11/10/2012,26.7,2.1,595,3180,0
12/10/2012,26.4,2.5,586,3090,0
13/10/2012,26.9,2.4,598,3220,0
14/10/2012,27.5,3.2,597,3210,0
15/10/2012,27.3,3.4,597,3210,0
16/10/2012,26.8,3,609,3340,0
17/10/2012,25,2.8,616,3420,0
18/10/2012,25.5,3.3,598,3220,0
19/10/2012,26.2,2.3,631,3590,0
20/10/2012,27.1,3.2,618,3440,0
21/10/2012,27.4,2.6,574,2960,0
22/10/2012,26.3,1.6,555,2770,0
23/10/2012,26.9,2.2,549,2710,0
24/10/2012,25.8,2.2,523,2460,0
25/10/2012,26,1.8,467,1980,0
26/10/2012,26.7,2.4,428,1670,3.7
27/10/2012,26.5,2.3,391,1400,1.1
28/10/2012,24.4,0.9,412,1560,13.7
29/10/2012,24.6,1.4,463,1950,22
30/10/2012,25.1,1.4,446,1810,1.6
31/10/2012,24.1,3.9,428,1670,0
1/11/2012,21.6,3.2,420,1610,0
2/11/2012,22.1,2.8,394,1420,0
3/11/2012,24,1.7,396,1440,0
4/11/2012,23.8,2,374,1290,0.6
5/11/2012,23.1,1.7,358,1190,0
6/11/2012,23.8,1.3,391,1400,0.4
7/11/2012,25.6,2.1,428,1670,0
8/11/2012,27.1,2.6,443,1780,0
9/11/2012,26.7,2.8,443,1780,0
10/11/2012,27.8,2.4,423,1630,0
11/11/2012,22.2,1.1,402,1480,9.8
12/11/2012,21.4,2.7,385,1370,0
13/11/2012,21.8,1.1,384,1360,0
14/11/2012,22.8,0.8,378,1320,0
15/11/2012,24.5,1.3,376,1300,0
16/11/2012,24.7,1.2,371,1270,0
17/11/2012,22.4,3.8,369,1260,3
18/11/2012,21.6,2.1,381,1340,0
19/11/2012,22.7,2.1,416,1580,0
20/11/2012,24.9,1.5,461,1930,0
21/11/2012,25.9,1.6,470,2000,0
22/11/2012,27.2,2.2,483,2110,0
23/11/2012,25.5,2.4,473,2030,0
24/11/2012,19.7,2.8,444,1800,0
25/11/2012,20,0.9,404,1490,0
26/11/2012,19.6,1.8,378,1320,2.9
27/11/2012,16.7,0.9,366,1240,8.3
28/11/2012,17.1,0.4,358,1190,11.9
29/11/2012,18.5,0.7,374,1290,1.9
30/11/2012,19.8,0.2,405,1500,0.3
1/12/2012,22.3,0.3,409,1530,0.2
2/12/2012,16.6,1,434,1710,3.5
3/12/2012,17.2,0.4,424,1650,0.9
4/12/2012,17.5,0.8,445,1800,0
5/12/2012,17.8,0.6,468,1990,4.5
6/12/2012,18.7,2.5,476,2050,0
7/12/2012,18,1.5,488,2150,0
8/12/2012,18.2,0.9,479,2070,0.5
9/12/2012,18.7,0.5,459,1910,0
10/12/2012,20.7,1,430,1690,0
11/12/2012,20.1,1.8,452,1860,0
12/12/2012,16.6,1.9,469,1990,0
13/12/2012,17.9,0.5,443,1780,0
14/12/2012,20.2,0.8,442,1780,0
15/12/2012,23.1,1.7,431,1700,0
16/12/2012,22.8,1.4,387,1380,0
17/12/2012,23.4,1.9,352,1150,0
18/12/2012,21.6,2.9,353,1150,0
19/12/2012,16.6,3.4,404,1490,0
20/12/2012,17,0.8,405,1490,0
21/12/2012,20.4,1.7,408,1520,0
22/12/2012,18.7,1.9,401,1470,0
23/12/2012,16,3.3,407,1520,0
24/12/2012,15.3,3.5,382,1340,0
25/12/2012,15.7,2.2,389,1380,0
26/12/2012,17.3,1.7,421,1620,0
27/12/2012,17.3,0.2,444,1790,0.8
28/12/2012,16.7,0.5,455,1880,0.1
29/12/2012,18,0.6,455,1880,0.9
30/12/2012,13.2,1.9,438,1750,1.3
31/12/2012,12.8,3.1,398,1450,0
1/1/2013,13.3,1.8,382,1350,0
2/1/2013,13.9,1.8,340,1070,0
3/1/2013,13.8,0.4,371,1280,1.4
4/1/2013,11.3,0.8,403,1500,0
5/1/2013,9.9,0.2,425,1680,2.2
6/1/2013,10.6,0.5,415,1600,1.5
7/1/2013,11.5,0.5,399,1470,0.2
8/1/2013,11.5,0.2,404,1510,2.2
9/1/2013,12.2,0.6,418,1620,1.3
10/1/2013,13.3,1.2,427,1700,0
11/1/2013,12.3,1.5,434,1750,0
12/1/2013,12.5,1.4,436,1770,0.5
13/1/2013,13.4,1.3,427,1700,0
14/1/2013,14.3,0.6,410,1560,0
15/1/2013,14.5,0.4,424,1670,0.5
16/1/2013,15.8,0.3,435,1760,0.4
17/1/2013,16,0.5,423,1660,2.4
18/1/2013,14.4,1,424,1670,0
19/1/2013,15.2,1.3,386,1380,0
20/1/2013,16.6,1.3,336,1040,0
21/1/2013,19.2,0.9,348,1120,0
22/1/2013,20.9,1.7,386,1380,0
23/1/2013,20,2,479,2190,0
24/1/2013,18.9,0.9,529,2710,0
25/1/2013,17.3,1.5,534,2760,0
26/1/2013,15.9,0.7,530,2730,1.5
27/1/2013,17.5,1.7,551,2960,0.3
28/1/2013,17.2,1.5,572,3210,0
29/1/2013,17.2,0.7,569,3160,0.1
30/1/2013,19.5,0.7,527,2690,0
31/1/2013,20.9,0.8,409,1570,1.6
1/2/2013,21.9,2.2,306,872,0
2/2/2013,22,1.3,380,1360,0
3/2/2013,21.9,2.3,528,2700,0
4/2/2013,21.1,1.1,589,3410,10.8
5/2/2013,22.5,2,581,3310,0
6/2/2013,23.9,1.9,564,3100,0
7/2/2013,24.1,2.6,568,3150,0
8/2/2013,23.6,2.2,560,3050,0
9/2/2013,15,1.3,513,2540,0.2
10/2/2013,13.9,1,383,1370,0
11/2/2013,15.4,0.7,331,1020,1.5
12/2/2013,16.6,0.5,315,922,3.6
13/2/2013,15.6,0.6,302,844,0.1
14/2/2013,17.2,0.4,295,809,2.8
15/2/2013,17.8,0.7,276,719,4.3
16/2/2013,16.9,1.4,277,721,0
17/2/2013,18.4,0.8,418,1650,0.2
18/2/2013,21.3,0.9,535,2770,0
19/2/2013,22.5,0.7,567,3140,0.4
20/2/2013,16.1,0.8,573,3210,3.5
21/2/2013,15.1,0.4,561,3060,0.8
22/2/2013,15.5,0.9,529,2710,2.7
